playerID,yearID,stint,teamID,lgID,babip_ab_against,h_hr_actual,MLB pBABIP,career_babip_actual_500_ab_minimum,1yr_babip_actual_100_ab_minimum,3yr_babip_actual_300_ab_minimum,5yr_babip_actual_500_ab_minimum,career_babip_aactual_500_ab_minimum_Relative,1yr_babip_aactual_100_ab_minimum_Relative,3yr_babip_actual_300_ab_minimum_Relative,5yr_babip_actual_500_ab_minimum_Relative,career_babip_actual_1000_ab_minimum,1yr_babip_actual_200_ab_minimum,3yr_babip_actual_600_ab_minimum,5yr_babip_actual_1000_ab_minimum,career_babip_actual_1000_ab_minimum_Relative,1yr_babip_actual_200_ab_minimum_Relative,3yr_babip_actual_600_ab_minimum_Relative,5yr_babip_actual_1000_ab_minimum_Relative,ros_team_id,hist_id,hist_team_id,ros_player_id
aidayu01,2007,1,YMG,AL,117,30,0.295,0.295,0.306,0.323,0.295,1.0,1.038,1.094,1.0,0.295,0.306,0.323,0.295,1.0,1.038,1.094,1.0,,,,
aidayu01,2008,1,YMG,AL,16,6,0.295,0.295,0.4,0.36,0.295,1.0,1.356,1.221,1.0,0.295,0.4,0.36,0.295,1.0,1.356,1.221,1.0,,,,
aidayu01,2009,1,YMG,AL,0,0,0.295,0.295,0.295,0.316,0.295,1.0,1.0,1.071,1.0,0.295,0.295,0.316,0.295,1.0,1.0,1.071,1.0,,,,
aiei01,1983,1,YKS,AL,0,0,0.295,0.29,0.295,0.295,0.295,0.982,1.0,1.0,1.0,0.29,0.295,0.295,0.295,0.982,1.0,1.0,1.0,,,,
aiei01,1984,1,YKS,AL,0,0,0.295,0.29,0.295,0.314,0.295,0.982,1.0,1.065,1.0,0.29,0.295,0.314,0.295,0.982,1.0,1.065,1.0,,,,
aiei01,1985,1,YKS,AL,346,100,0.295,0.29,0.391,0.358,0.295,0.982,1.324,1.213,1.0,0.29,0.391,0.358,0.295,0.982,1.324,1.213,1.0,,,,
aiei01,1986,1,YKS,AL,344,82,0.295,0.29,0.322,0.361,0.264,0.982,1.09,1.224,0.894,0.29,0.322,0.361,0.264,0.982,1.09,1.224,0.894,,,,
aiei01,1987,1,YKS,AL,260,90,0.295,0.29,0.45,0.398,0.286,0.982,1.525,1.35,0.971,0.29,0.45,0.398,0.286,0.982,1.525,1.35,0.971,,,,
aiei01,1988,1,YKS,AL,63,16,0.295,0.29,0.32,0.372,0.284,0.982,1.085,1.261,0.964,0.29,0.32,0.372,0.284,0.982,1.085,1.261,0.964,,,,
aiei01,1989,1,YKS,AL,23,12,0.295,0.29,0.45,0.393,0.29,0.982,1.525,1.332,0.982,0.29,0.45,0.393,0.29,0.982,1.525,1.332,0.982,,,,
aiei01,1990,1,YKS,AL,0,0,0.295,0.29,0.295,0.342,0.29,0.982,1.0,1.159,0.983,0.29,0.295,0.342,0.29,0.982,1.0,1.159,0.983,,,,
aiei01,1991,1,LTO,NL,9,3,0.295,0.29,0.375,0.344,0.295,0.982,1.271,1.166,1.0,0.29,0.375,0.344,0.295,0.982,1.271,1.166,1.0,,,,
aiei01,1992,1,LTM,NL,11,3,0.295,0.29,0.3,0.314,0.295,0.982,1.017,1.064,1.0,0.29,0.3,0.314,0.295,0.982,1.017,1.064,1.0,,,,
aiharka01,2014,1,RKE,NL,63,23,0.295,0.295,0.397,0.372,0.295,1.0,1.344,1.261,1.0,0.295,0.397,0.372,0.295,1.0,1.344,1.261,1.0,,,,
aiharka01,2015,1,RKE,NL,9,3,0.295,0.295,0.375,0.394,0.295,1.0,1.271,1.337,1.0,0.295,0.375,0.394,0.295,1.0,1.271,1.337,1.0,,,,
aiharka01,2016,1,RKE,NL,3,5,0.295,0.295,0.45,0.404,0.295,1.0,1.525,1.369,1.0,0.295,0.45,0.404,0.295,1.0,1.525,1.369,1.0,,,,
aiharka02,2006,1,LTM,NL,6,2,0.295,0.295,0.333,0.318,0.295,1.0,1.13,1.078,1.0,0.295,0.333,0.318,0.295,1.0,1.13,1.078,1.0,,,,
aiharka02,2007,1,LTM,NL,0,0,0.295,0.295,0.295,0.274,0.295,1.0,1.0,0.93,1.0,0.295,0.295,0.274,0.295,1.0,1.0,0.93,1.0,,,,
aiharka02,2008,1,LTM,NL,16,2,0.295,0.295,0.154,0.21,0.295,1.0,0.522,0.713,1.0,0.295,0.154,0.21,0.295,1.0,0.522,0.713,1.0,,,,
aiharka02,2009,1,LTM,NL,0,0,0.295,0.295,0.295,0.298,0.295,1.0,1.0,1.009,1.0,0.295,0.295,0.298,0.295,1.0,1.0,1.009,1.0,,,,
aiharka02,2010,1,LTM,NL,7,2,0.295,0.295,0.45,0.388,0.295,1.0,1.525,1.315,1.0,0.295,0.45,0.388,0.295,1.0,1.525,1.315,1.0,,,,
aikawhi01,1986,1,TYW,AL,196,57,0.295,0.281,0.363,0.351,0.295,0.954,1.231,1.189,1.0,0.281,0.363,0.351,0.295,0.954,1.231,1.189,1.0,,,,
aikawhi01,1987,1,TYW,AL,255,76,0.295,0.281,0.369,0.363,0.295,0.954,1.251,1.231,1.0,0.281,0.369,0.363,0.295,0.954,1.251,1.231,1.0,,,,
aikawhi01,1988,1,TYW,AL,237,64,0.295,0.281,0.346,0.325,0.286,0.954,1.173,1.101,0.971,0.281,0.346,0.325,0.286,0.954,1.173,1.101,0.971,,,,
aikawhi01,1989,1,TYW,AL,34,5,0.295,0.281,0.217,0.259,0.28,0.954,0.737,0.877,0.948,0.281,0.217,0.259,0.28,0.954,0.737,0.877,0.948,,,,
aikawhi01,1990,1,TYW,AL,0,0,0.295,0.281,0.295,0.31,0.28,0.954,1.0,1.052,0.948,0.281,0.295,0.31,0.28,0.954,1.0,1.052,0.948,,,,
aikawhi01,1991,1,TYW,AL,3,2,0.295,0.281,0.45,0.388,0.278,0.954,1.525,1.315,0.942,0.281,0.45,0.388,0.278,0.954,1.525,1.315,0.942,,,,
aikawhi01,1992,1,TYW,AL,0,0,0.295,0.281,0.295,0.326,0.295,0.954,1.0,1.105,1.0,0.281,0.295,0.326,0.295,0.954,1.0,1.105,1.0,,,,
aikawhi01,1993,1,YBS,AL,0,0,0.295,0.281,0.295,0.295,0.295,0.954,1.0,1.0,1.0,0.281,0.295,0.295,0.295,0.954,1.0,1.0,1.0,,,,
aikita01,2001,1,OBW,NL,0,0,0.295,0.342,0.295,0.298,0.295,1.158,1.0,1.011,1.0,0.342,0.295,0.298,0.295,1.158,1.0,1.011,1.0,,,,
aikita01,2002,1,OBW,NL,156,38,0.295,0.342,0.311,0.336,0.295,1.158,1.056,1.139,1.0,0.342,0.311,0.336,0.295,1.158,1.056,1.139,1.0,,,,
aikita01,2003,1,OBW,NL,94,50,0.295,0.342,0.45,0.412,0.295,1.158,1.525,1.395,1.0,0.342,0.45,0.412,0.295,1.158,1.525,1.395,1.0,,,,
aikita01,2004,1,OBW,NL,271,86,0.295,0.342,0.396,0.418,0.334,1.158,1.343,1.416,1.132,0.342,0.396,0.418,0.334,1.158,1.343,1.416,1.132,,,,
aikita01,2005,1,OBF,NL,82,33,0.295,0.342,0.45,0.418,0.343,1.158,1.525,1.417,1.164,0.342,0.45,0.418,0.343,1.158,1.525,1.417,1.164,,,,
aikita01,2006,1,HNT,AL,41,11,0.295,0.342,0.344,0.386,0.339,1.158,1.165,1.309,1.147,0.342,0.344,0.386,0.339,1.158,1.165,1.309,1.147,,,,
aikita01,2007,1,HNT,AL,9,5,0.295,0.342,0.45,0.398,0.295,1.158,1.525,1.348,1.0,0.342,0.45,0.398,0.295,1.158,1.525,1.348,1.0,,,,
aikota01,1981,1,LTO,NL,56,19,0.295,0.295,0.404,0.387,0.295,1.0,1.37,1.313,1.0,0.295,0.404,0.387,0.295,1.0,1.37,1.313,1.0,,,,
aikota01,1982,1,LTO,NL,17,6,0.295,0.295,0.429,0.4,0.295,1.0,1.453,1.357,1.0,0.295,0.429,0.4,0.295,1.0,1.453,1.357,1.0,,,,
aikota01,1983,1,LTO,NL,81,19,0.295,0.295,0.311,0.332,0.295,1.0,1.056,1.124,1.0,0.295,0.311,0.332,0.295,1.0,1.056,1.124,1.0,,,,
aikota01,1984,1,LTO,NL,0,0,0.295,0.295,0.295,0.298,0.295,1.0,1.0,1.011,1.0,0.295,0.295,0.298,0.295,1.0,1.0,1.011,1.0,,,,
aikota01,1985,1,LTO,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
aikota01,1986,1,LTO,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
aikota01,1987,1,LTO,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
aikota01,1988,1,LTO,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
aikota01,1989,1,LTO,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
aikota01,1990,1,LTO,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
aikota01,1991,1,LTO,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
aikota01,1992,1,LTM,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
aikota01,1993,1,LTM,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
aikota01,1994,1,LTM,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
aikota01,1995,1,LTM,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
aikota01,1996,1,CHD,AL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
aikota01,1997,1,CHD,AL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
aikota01,1998,1,CHD,AL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
aikota01,1999,1,CHD,AL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
aikota01,2000,1,CHD,AL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
aikyohi01,2001,1,KNB,NL,106,25,0.295,0.309,0.281,0.318,0.295,1.049,0.952,1.076,1.0,0.309,0.281,0.318,0.295,1.049,0.952,1.076,1.0,,,,
aikyohi01,2002,1,KNB,NL,40,20,0.295,0.309,0.45,0.379,0.295,1.049,1.525,1.286,1.0,0.309,0.45,0.379,0.295,1.049,1.525,1.286,1.0,,,,
aikyohi01,2003,1,KNB,NL,114,25,0.295,0.309,0.266,0.34,0.295,1.049,0.902,1.151,1.0,0.309,0.266,0.34,0.295,1.049,0.902,1.151,1.0,,,,
aikyohi01,2004,1,KNB,NL,3,2,0.295,0.309,0.45,0.413,0.295,1.049,1.525,1.401,1.0,0.309,0.45,0.413,0.295,1.049,1.525,1.401,1.0,,,,
aikyohi01,2005,1,RKE,NL,52,25,0.295,0.309,0.45,0.436,0.295,1.049,1.525,1.477,1.0,0.309,0.45,0.436,0.295,1.049,1.525,1.477,1.0,,,,
aikyohi01,2006,1,RKE,NL,244,76,0.295,0.309,0.378,0.376,0.295,1.049,1.282,1.274,1.0,0.309,0.378,0.376,0.295,1.049,1.282,1.274,1.0,,,,
aikyohi01,2007,1,RKE,NL,0,0,0.295,0.309,0.295,0.312,0.295,1.049,1.0,1.056,1.0,0.309,0.295,0.312,0.295,1.049,1.0,1.056,1.0,,,,
aikyohi01,2008,1,RKE,NL,0,0,0.295,0.309,0.295,0.295,0.295,1.049,1.0,1.0,1.0,0.309,0.295,0.295,0.295,1.049,1.0,1.0,1.0,,,,
aikyohi01,2009,1,RKE,NL,0,0,0.295,0.309,0.295,0.295,0.295,1.049,1.0,1.0,1.0,0.309,0.295,0.295,0.295,1.049,1.0,1.0,1.0,,,,
aiuchma01,2013,1,SBL,NL,0,0,0.295,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,,,,
aiuchma01,2014,1,SBL,NL,14,6,0.295,0.295,0.45,0.388,0.295,1.0,1.525,1.315,1.0,0.295,0.45,0.388,0.295,1.0,1.525,1.315,1.0,,,,
aiuchma01,2015,1,SBL,NL,0,0,0.295,0.295,0.295,0.357,0.295,1.0,1.0,1.21,1.0,0.295,0.295,0.357,0.295,1.0,1.0,1.21,1.0,,,,
aiuchma01,2016,1,SBL,NL,25,11,0.295,0.295,0.45,0.419,0.295,1.0,1.525,1.42,1.0,0.295,0.45,0.419,0.295,1.0,1.525,1.42,1.0,,,,
aiuchma01,2017,1,SBL,NL,19,6,0.295,0.295,0.45,0.428,0.295,1.0,1.525,1.452,1.0,0.295,0.45,0.428,0.295,1.0,1.525,1.452,1.0,,,,
aiuchma01,2018,1,SBL,NL,51,13,0.295,0.295,0.342,0.385,0.295,1.0,1.16,1.306,1.0,0.295,0.342,0.385,0.295,1.0,1.16,1.306,1.0,,,,
aiuchma01,2019,1,SBL,NL,30,14,0.295,0.295,0.45,0.397,0.295,1.0,1.525,1.347,1.0,0.295,0.45,0.397,0.295,1.0,1.525,1.347,1.0,,,,
aiuchma01,2020,1,SBL,NL,0,0,0.295,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,,,,
aizawma01,1962,1,KKS,AL,0,0,0.295,0.285,0.295,0.295,0.295,0.966,1.0,1.0,1.0,0.285,0.295,0.295,0.295,0.966,1.0,1.0,1.0,,,,
aizawma01,1963,1,KKS,AL,0,0,0.295,0.285,0.295,0.301,0.295,0.966,1.0,1.019,1.0,0.285,0.295,0.301,0.295,0.966,1.0,1.019,1.0,,,,
aizawma01,1964,1,KKS,AL,112,30,0.295,0.285,0.323,0.32,0.295,0.966,1.093,1.083,1.0,0.285,0.323,0.32,0.295,0.966,1.093,1.083,1.0,,,,
aizawma01,1965,1,SKS,AL,207,59,0.295,0.285,0.335,0.352,0.295,0.966,1.136,1.193,1.0,0.285,0.335,0.352,0.295,0.966,1.136,1.193,1.0,,,,
aizawma01,1966,1,SKA,AL,102,35,0.295,0.285,0.432,0.383,0.295,0.966,1.465,1.299,1.0,0.285,0.432,0.383,0.295,0.966,1.465,1.299,1.0,,,,
aizawma01,1967,1,SKA,AL,105,25,0.295,0.285,0.284,0.32,0.283,0.966,0.963,1.084,0.96,0.285,0.284,0.32,0.283,0.966,0.963,1.084,0.96,,,,
aizawma01,1968,1,SKA,AL,254,70,0.295,0.285,0.314,0.309,0.281,0.966,1.064,1.048,0.952,0.285,0.314,0.309,0.281,0.966,1.064,1.048,0.952,,,,
aizawma01,1969,1,ATM,AL,182,49,0.295,0.285,0.32,0.342,0.28,0.966,1.086,1.158,0.949,0.285,0.32,0.342,0.28,0.966,1.086,1.158,0.949,,,,
aizawma01,1970,1,YKA,AL,83,29,0.295,0.285,0.433,0.404,0.287,0.966,1.467,1.369,0.971,0.285,0.433,0.404,0.287,0.966,1.467,1.369,0.971,,,,
aizawma01,1971,1,YKA,AL,11,4,0.295,0.285,0.4,0.386,0.279,0.966,1.356,1.307,0.945,0.285,0.4,0.386,0.279,0.966,1.356,1.307,0.945,,,,
aizawsu01,2014,1,RKE,NL,0,0,0.295,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,,,,
aizawsu01,2015,1,RKE,NL,24,11,0.295,0.295,0.45,0.388,0.295,1.0,1.525,1.315,1.0,0.295,0.45,0.388,0.295,1.0,1.525,1.315,1.0,,,,
aizawsu01,2016,1,RKE,NL,0,0,0.295,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,,,,
aizawsu02,1950,1,MNO,NL,0,0,0.295,0.327,0.295,0.295,0.295,1.107,1.0,1.0,1.0,0.327,0.295,0.295,0.295,1.107,1.0,1.0,1.0,,,,
aizawsu02,1951,1,MNO,NL,0,0,0.295,0.327,0.295,0.295,0.295,1.107,1.0,1.0,1.0,0.327,0.295,0.295,0.295,1.107,1.0,1.0,1.0,,,,
aizawsu02,1952,1,MNO,NL,0,0,0.295,0.327,0.295,0.326,0.295,1.107,1.0,1.105,1.0,0.327,0.295,0.326,0.295,1.107,1.0,1.105,1.0,,,,
aizawsu02,1953,1,MNO,NL,17,6,0.295,0.327,0.45,0.401,0.295,1.107,1.525,1.359,1.0,0.327,0.45,0.401,0.295,1.107,1.525,1.359,1.0,,,,
aizawsu02,1954,1,TKU,NL,262,83,0.295,0.327,0.359,0.38,0.295,1.107,1.218,1.289,1.0,0.327,0.359,0.38,0.295,1.107,1.218,1.289,1.0,,,,
aizawsu02,1955,1,TBU,NL,469,156,0.295,0.327,0.373,0.369,0.328,1.107,1.265,1.25,1.11,0.327,0.373,0.369,0.328,1.107,1.265,1.25,1.11,,,,
aizawsu02,1956,1,TKU,NL,189,61,0.295,0.327,0.365,0.353,0.327,1.107,1.238,1.196,1.107,0.327,0.365,0.353,0.327,1.107,1.238,1.196,1.107,,,,
aizawto01,2006,1,HRC,AL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
aizawto01,2007,1,HRC,AL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
aizawto01,2008,1,HRC,AL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
aizawto01,2009,1,HRC,AL,0,0,0.295,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,,,,
aizawto01,2010,1,HRC,AL,11,9,0.295,0.295,0.45,0.419,0.295,1.0,1.525,1.42,1.0,0.295,0.45,0.419,0.295,1.0,1.525,1.42,1.0,,,,
aizawto01,2011,1,HRC,AL,3,3,0.295,0.295,0.45,0.419,0.295,1.0,1.525,1.42,1.0,0.295,0.45,0.419,0.295,1.0,1.525,1.42,1.0,,,,
aizawto01,2012,1,HRC,AL,0,0,0.295,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,,,,
akagaka01,2009,1,YKS,AL,0,2,0.295,0.281,0.295,0.326,0.295,0.954,1.0,1.105,1.0,0.281,0.295,0.326,0.295,0.954,1.0,1.105,1.0,,,,
akagaka01,2010,1,YKS,AL,17,7,0.295,0.281,0.45,0.392,0.295,0.954,1.525,1.329,1.0,0.281,0.45,0.392,0.295,0.954,1.525,1.329,1.0,,,,
akagaka01,2011,1,YKS,AL,292,70,0.295,0.281,0.315,0.349,0.295,0.954,1.069,1.182,1.0,0.281,0.315,0.349,0.295,0.954,1.069,1.182,1.0,,,,
akagaka01,2012,1,YKS,AL,516,143,0.295,0.281,0.347,0.349,0.269,0.954,1.177,1.182,0.912,0.281,0.347,0.349,0.269,0.954,1.177,1.182,0.912,,,,
akagaka01,2013,1,YKS,AL,132,39,0.295,0.281,0.386,0.391,0.273,0.954,1.309,1.326,0.924,0.281,0.386,0.391,0.273,0.954,1.309,1.326,0.924,,,,
akagaka01,2014,1,YKS,AL,95,35,0.295,0.281,0.45,0.406,0.279,0.954,1.525,1.377,0.947,0.281,0.45,0.406,0.279,0.954,1.525,1.377,0.947,,,,
akagaka01,2015,1,YKS,AL,0,0,0.295,0.281,0.295,0.326,0.277,0.954,1.0,1.105,0.94,0.281,0.295,0.326,0.277,0.954,1.0,1.105,0.94,,,,
akahomo01,1989,1,KNB,NL,23,9,0.295,0.248,0.429,0.387,0.295,0.839,1.453,1.31,1.0,0.248,0.429,0.387,0.295,0.839,1.453,1.31,1.0,,,,
akahomo01,1990,1,KNB,NL,169,44,0.295,0.248,0.352,0.356,0.295,0.839,1.193,1.207,1.0,0.248,0.352,0.356,0.295,0.839,1.193,1.207,1.0,,,,
akahomo01,1991,1,KNB,NL,176,40,0.295,0.248,0.296,0.299,0.295,0.839,1.004,1.015,1.0,0.248,0.296,0.299,0.295,0.839,1.004,1.015,1.0,,,,
akahomo01,1992,1,KNB,NL,429,86,0.295,0.248,0.256,0.262,0.225,0.839,0.868,0.889,0.761,0.248,0.256,0.262,0.225,0.839,0.868,0.889,0.761,,,,
akahomo01,1993,1,KNB,NL,272,51,0.295,0.248,0.248,0.252,0.215,0.839,0.839,0.855,0.729,0.248,0.248,0.252,0.215,0.839,0.839,0.855,0.729,,,,
akahomo01,1994,1,KNB,NL,310,61,0.295,0.248,0.263,0.291,0.208,0.839,0.891,0.988,0.705,0.248,0.263,0.291,0.208,0.839,0.891,0.988,0.705,,,,
akahomo01,1995,1,KNB,NL,171,48,0.295,0.248,0.421,0.379,0.211,0.839,1.427,1.283,0.714,0.248,0.421,0.379,0.211,0.839,1.427,1.283,0.714,,,,
akahomo01,1996,1,KNB,NL,241,62,0.295,0.248,0.367,0.383,0.216,0.839,1.244,1.298,0.734,0.248,0.367,0.383,0.216,0.839,1.244,1.298,0.734,,,,
akahomo01,1997,1,KNB,NL,321,85,0.295,0.248,0.394,0.382,0.233,0.839,1.334,1.296,0.791,0.248,0.394,0.382,0.233,0.839,1.334,1.296,0.791,,,,
akahomo01,1998,1,KNB,NL,218,67,0.295,0.248,0.364,0.362,0.256,0.839,1.234,1.227,0.868,0.248,0.364,0.362,0.256,0.839,1.234,1.227,0.868,,,,
akahomo01,1999,1,KNB,NL,44,12,0.295,0.248,0.324,0.311,0.275,0.839,1.099,1.054,0.933,0.248,0.324,0.311,0.275,0.839,1.099,1.054,0.933,,,,
akahomo01,2000,1,KNB,NL,29,5,0.295,0.248,0.217,0.282,0.271,0.839,0.737,0.956,0.918,0.248,0.217,0.282,0.271,0.839,0.737,0.956,0.918,,,,
akahomo01,2001,1,KNB,NL,160,55,0.295,0.248,0.433,0.393,0.29,0.839,1.468,1.333,0.984,0.248,0.433,0.393,0.29,0.839,1.468,1.333,0.984,,,,
akahomo01,2002,1,KNB,NL,40,17,0.295,0.248,0.45,0.447,0.295,0.839,1.525,1.514,1.0,0.248,0.45,0.447,0.295,0.839,1.525,1.514,1.0,,,,
akahomo01,2003,1,KNB,NL,3,1,0.295,0.248,0.45,0.45,0.295,0.839,1.525,1.525,1.0,0.248,0.45,0.45,0.295,0.839,1.525,1.525,1.0,,,,
akahomo01,2004,1,KNB,NL,8,4,0.295,0.248,0.45,0.419,0.295,0.839,1.525,1.42,1.0,0.248,0.45,0.419,0.295,0.839,1.525,1.42,1.0,,,,
akahoyu01,2022,1,YMG,AL,257,73,0.295,0.26,0.371,0.364,0.295,0.882,1.256,1.233,1.0,0.26,0.371,0.364,0.295,0.882,1.256,1.233,1.0,,,,
akahoyu01,2023,1,YMG,AL,227,65,0.295,0.26,0.411,0.38,0.295,0.882,1.395,1.289,1.0,0.26,0.411,0.38,0.295,0.882,1.395,1.289,1.0,,,,
akahoyu01,2024,1,YMG,AL,247,58,0.295,0.26,0.296,0.325,0.268,0.882,1.003,1.103,0.909,0.26,0.296,0.325,0.268,0.882,1.003,1.103,0.909,,,,
akahoyu01,2025,1,YMG,AL,399,98,0.295,0.26,0.328,0.315,0.26,0.882,1.111,1.067,0.882,0.26,0.328,0.315,0.26,0.882,1.111,1.067,0.882,,,,
akamaic01,1980,1,HNT,AL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
akamaic01,1981,1,HNT,AL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
akamaic01,1982,1,HNT,AL,0,0,0.295,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,,,,
akamaic01,1983,1,HNT,AL,3,1,0.295,0.295,0.45,0.388,0.295,1.0,1.525,1.315,1.0,0.295,0.45,0.388,0.295,1.0,1.525,1.315,1.0,,,,
akamake01,2016,1,OBF,NL,115,24,0.295,0.295,0.255,0.302,0.295,1.0,0.865,1.024,1.0,0.295,0.255,0.302,0.295,1.0,0.865,1.024,1.0,,,,
akamake01,2017,1,OBF,NL,37,16,0.295,0.295,0.45,0.38,0.295,1.0,1.525,1.288,1.0,0.295,0.45,0.38,0.295,1.0,1.525,1.288,1.0,,,,
akamake01,2018,1,OBF,NL,0,0,0.295,0.295,0.295,0.309,0.295,1.0,1.0,1.046,1.0,0.295,0.295,0.309,0.295,1.0,1.0,1.046,1.0,,,,
akamake01,2018,2,DNB,AL,0,0,0.295,0.295,0.295,0.309,0.295,1.0,1.0,1.046,1.0,0.295,0.295,0.309,0.295,1.0,1.0,1.046,1.0,,,,
akamake01,2019,1,DNB,AL,31,5,0.295,0.295,0.208,0.243,0.295,1.0,0.706,0.824,1.0,0.295,0.208,0.243,0.295,1.0,0.706,0.824,1.0,,,,
akamake01,2020,1,DNB,AL,0,0,0.295,0.295,0.295,0.278,0.295,1.0,1.0,0.941,1.0,0.295,0.295,0.278,0.295,1.0,1.0,0.941,1.0,,,,
akamary01,1951,1,OST,AL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
akamary01,1952,1,OST,AL,0,0,0.295,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,,,,
akamary01,1953,1,OST,AL,5,3,0.295,0.295,0.45,0.388,0.295,1.0,1.525,1.315,1.0,0.295,0.45,0.388,0.295,1.0,1.525,1.315,1.0,,,,
akamary01,1954,1,OST,AL,0,0,0.295,0.295,0.295,0.356,0.295,1.0,1.0,1.206,1.0,0.295,0.295,0.356,0.295,1.0,1.0,1.206,1.0,,,,
akamary01,1955,1,OST,AL,9,4,0.295,0.295,0.444,0.37,0.295,1.0,1.507,1.255,1.0,0.295,0.444,0.37,0.295,1.0,1.507,1.255,1.0,,,,
akamary01,1956,1,DES,NL,28,6,0.295,0.295,0.222,0.281,0.295,1.0,0.753,0.953,1.0,0.295,0.222,0.281,0.295,1.0,0.753,0.953,1.0,,,,
akamike01,1977,1,YMG,AL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
