playerID,awardID,yearID,lgID,tie,notes,
suzukda01,Silver Slugger,2020,NL,,3B,
suzukse01,Silver Slugger,2020,AL,,OF,
yanagyu02,Silver Slugger,2020,NL,,OF,
yoshima01,Silver Slugger,2020,NL,,OF,
yamamyo01,Cy Young Award,2021,NL,,,
chikako01,Gold Glove,2021,AL,,OF,
gendaso01,Gold Glove,2021,NL,,SS,
kaita01,Gold Glove,2021,NL,,C,
kikucry01,Gold Glove,2021,AL,,2B,
muneyu01,Gold Glove,2021,NL,,3B,
nakamak01,Gold Glove,2021,NL,,1B,
nakamsh03,Gold Glove,2021,NL,,2B,
nakamyu05,Gold Glove,2021,AL,,C,
oginota01,Gold Glove,2021,NL,,OF,
ohshiyo01,Gold Glove,2021,AL,,OF,
okamoka01,Gold Glove,2021,AL,,3B,
sakamha02,Gold Glove,2021,AL,,SS,
suzukse01,Gold Glove,2021,AL,,OF,
tatsury01,Gold Glove,2021,NL,,OF,
vicieda01,Gold Glove,2021,AL,,1B,
yamamyo01,Gold Glove,2021,NL,,P,
yanagyu01,Gold Glove,2021,AL,,P,
yanagyu02,Gold Glove,2021,NL,,OF,
murakmu01,MVP,2021,AL,,,
yamamyo01,MVP,2021,NL,,,
kuribry01,Rookie of the Year,2021,AL,,,
miyaghi01,Rookie of the Year,2021,NL,,,
chikako01,Silver Slugger,2021,AL,,OF,
gendaso01,Silver Slugger,2021,NL,,SS,
kondoke01,Silver Slugger,2021,NL,,OF,
lairdbr01,Silver Slugger,2021,NL,,1B,
marteje01,Silver Slugger,2021,AL,,1B,
morito01,Silver Slugger,2021,NL,,C,
muneyu01,Silver Slugger,2021,NL,,3B,
murakmu01,Silver Slugger,2021,AL,,3B,
nakamsh03,Silver Slugger,2021,NL,,2B,
nakamyu05,Silver Slugger,2021,AL,,C,
sakamha02,Silver Slugger,2021,AL,,SS,
shiomya01,Silver Slugger,2021,AL,,OF,
sugimyu01,Silver Slugger,2021,NL,,OF,
suzukse01,Silver Slugger,2021,AL,,OF,
yamadte01,Silver Slugger,2021,AL,,2B,
yamamyo01,Silver Slugger,2021,NL,,P,
yanagyu01,Silver Slugger,2021,AL,,P,
yanagyu02,Silver Slugger,2021,NL,,OF,
yoshima01,Silver Slugger,2021,NL,,OF,
yamamyo01,Cy Young Award,2022,NL,,,
chikako01,Gold Glove,2022,AL,,OF,
fukudsh01,Gold Glove,2022,NL,,OF,
gendaso01,Gold Glove,2022,NL,,SS,
kaita01,Gold Glove,2022,NL,,C,
kikucry01,Gold Glove,2022,AL,,2B,
morisma01,Gold Glove,2022,AL,,P,
muneyu01,Gold Glove,2022,NL,,3B,
nagaohi01,Gold Glove,2022,AL,,SS,
nakamak01,Gold Glove,2022,NL,,1B,
nakamyu05,Gold Glove,2022,AL,,C,
nakatsh03,Gold Glove,2022,AL,,1B,
okabayu01,Gold Glove,2022,AL,,OF,
okamoka01,Gold Glove,2022,AL,,3B,
shiomya01,Gold Glove,2022,AL,,OF,
takabak01,Gold Glove,2022,NL,,OF,
tatsury01,Gold Glove,2022,NL,,OF,
tonossh01,Gold Glove,2022,NL,,2B,
yamamyo01,Gold Glove,2022,NL,,P,
murakmu01,MVP,2022,AL,,,
yamamyo01,MVP,2022,NL,,,
mizukyo01,Rookie of the Year,2022,NL,,,
otata01,Rookie of the Year,2022,AL,,,
aoyagko01,Silver Slugger,2022,AL,,P,
asamuhi01,Silver Slugger,2022,NL,,2B,
chikako01,Silver Slugger,2022,AL,,OF,
imamike01,Silver Slugger,2022,NL,,SS,
kaita01,Silver Slugger,2022,NL,,C,
makish01,Silver Slugger,2022,AL,,2B,
matsugo01,Silver Slugger,2022,NL,,OF,
muneyu01,Silver Slugger,2022,NL,,3B,
murakmu01,Silver Slugger,2022,AL,,3B,
nakamyu05,Silver Slugger,2022,AL,,C,
nakanta01,Silver Slugger,2022,AL,,SS,
okabayu01,Silver Slugger,2022,AL,,OF,
osunajo01,Silver Slugger,2022,AL,,1B,
sanoke01,Silver Slugger,2022,AL,,OF,
shimahi03,Silver Slugger,2022,NL,,OF,
yamakho01,Silver Slugger,2022,NL,,1B,
yamamyo01,Silver Slugger,2022,NL,,P,
yanagyu02,Silver Slugger,2022,NL,,OF,
yoshima01,Silver Slugger,2022,NL,,OF,
yamamyo01,Cy Young Award,2023,NL,,,
azumaka01,Gold Glove,2023,AL,,P,
chikako01,Gold Glove,2023,AL,,OF,
gendaso01,Gold Glove,2023,NL,,SS,
kinamse01,Gold Glove,2023,AL,,SS,
kondoke01,Gold Glove,2023,NL,,OF,
kuwahma01,Gold Glove,2023,AL,,OF,
mannach01,Gold Glove,2023,NL,,OF,
miyazto01,Gold Glove,2023,AL,,3B,
muneyu01,Gold Glove,2023,NL,,3B,
nakamak01,Gold Glove,2023,NL,,1B,
nakamsh03,Gold Glove,2023,NL,,2B,
nakanta01,Gold Glove,2023,AL,,2B,
ohyamyu01,Gold Glove,2023,AL,,1B,
okabayu01,Gold Glove,2023,AL,,OF,
sakamse01,Gold Glove,2023,AL,,C,
tatsury01,Gold Glove,2023,NL,,OF,
wakatke01,Gold Glove,2023,NL,,C,
yamamyo01,Gold Glove,2023,NL,,P,
muraksh02,MVP,2023,AL,,,
yamamyo01,MVP,2023,NL,,,
muraksh02,Rookie of the Year,2023,AL,,,
yamassh01,Rookie of the Year,2023,NL,,,
asamuhi01,Silver Slugger,2023,NL,,2B,
azumaka01,Silver Slugger,2023,AL,,P,
chikako01,Silver Slugger,2023,AL,,OF,
kinamse01,Silver Slugger,2023,AL,,SS,
kondoke01,Silver Slugger,2023,NL,,OF,
kurebko01,Silver Slugger,2023,NL,,SS,
makish01,Silver Slugger,2023,AL,,2B,
mannach01,Silver Slugger,2023,NL,,OF,
miyazto01,Silver Slugger,2023,AL,,3B,
morito01,Silver Slugger,2023,NL,,C,
muneyu01,Silver Slugger,2023,NL,,3B,
nishiry03,Silver Slugger,2023,AL,,OF,
ohshita01,Silver Slugger,2023,AL,,C,
ohyamyu01,Silver Slugger,2023,AL,,1B,
okabayu01,Silver Slugger,2023,AL,,OF,
polangr01,Silver Slugger,2023,NL,,OF,
tonguyu01,Silver Slugger,2023,NL,,1B,
yamamyo01,Silver Slugger,2023,NL,,P,
yanagyu02,Silver Slugger,2023,NL,,OF,
akiyash01,Gold Glove,2024,AL,,OF,
chikako01,Gold Glove,2024,AL,,OF,
gendaso01,Gold Glove,2024,NL,,SS,
kaita01,Gold Glove,2024,NL,,C,
kobukhi01,Gold Glove,2024,NL,,2B,
kurihry01,Gold Glove,2024,NL,,3B,
mannach01,Gold Glove,2024,NL,,OF,
moineli01,Gold Glove,2024,NL,,P,
okabayu01,Gold Glove,2024,AL,,OF,
okamoka01,Gold Glove,2024,AL,,1B,
sakamha02,Gold Glove,2024,AL,,3B,
shutouk01,Gold Glove,2024,NL,,OF,
suganto01,Gold Glove,2024,AL,,P,
tatsury01,Gold Glove,2024,NL,,OF,
yamakho01,Gold Glove,2024,NL,,1B,
yamamyu01,Gold Glove,2024,AL,,C,
yanoma01,Gold Glove,2024,AL,,SS,
yoshina01,Gold Glove,2024,AL,,2B,
kondoke01,MVP,2024,NL,,,
suganto01,MVP,2024,AL,,,
funabhi01,Rookie of the Year,2024,AL,,,
takeuna01,Rookie of the Year,2024,NL,,,
arihako01,Silver Slugger,2024,NL,,P,
chikako01,Silver Slugger,2024,AL,,OF,
hosokse01,Silver Slugger,2024,AL,,OF,
imamike01,Silver Slugger,2024,NL,,SS,
kobukhi01,Silver Slugger,2024,NL,,2B,
kondoke01,Silver Slugger,2024,NL,,OF,
kurihry01,Silver Slugger,2024,NL,,3B,
murakmu01,Silver Slugger,2024,AL,,3B,
nagaohi01,Silver Slugger,2024,AL,,SS,
okamoka01,Silver Slugger,2024,AL,,1B,
reyesfr01,Silver Slugger,2024,NL,,1B,
santado01,Silver Slugger,2024,AL,,OF,
satohto02,Silver Slugger,2024,NL,,C,
shutouk01,Silver Slugger,2024,NL,,OF,
suganto01,Silver Slugger,2024,AL,,P,
tatsury01,Silver Slugger,2024,NL,,OF,
yamakho01,Silver Slugger,2024,NL,,1B,
yamamyu01,Silver Slugger,2024,AL,,C,
yoshina01,Silver Slugger,2024,AL,,2B,
itohhi01,Cy Young Award,2025,NL,,,
chikako01,Gold Glove,2025,AL,,OF,
itohhi01,Gold Glove,2025,NL,,P,
izuguyu01,Gold Glove,2025,AL,,SS,
kurebko01,Gold Glove,2025,NL,,SS,
makihta01,Gold Glove,2025,NL,,2B,
morissh01,Gold Glove,2025,AL,,OF,
murabit01,Gold Glove,2025,NL,,3B,
muraksh02,Gold Glove,2025,AL,,P,
nakanta01,Gold Glove,2025,AL,,2B,
nevinty01,Gold Glove,2025,NL,,1B,
nishima02,Gold Glove,2025,NL,,OF,
ohyamyu01,Gold Glove,2025,AL,,1B,
okabayu01,Gold Glove,2025,AL,,OF,
sakamse01,Gold Glove,2025,AL,,C,
satote01,Gold Glove,2025,AL,,3B,
shutouk01,Gold Glove,2025,NL,,OF,
tatsury01,Gold Glove,2025,NL,,OF,
wakatke01,Gold Glove,2025,NL,,C,
moineli01,MVP,2025,NL,,,
satote01,MVP,2025,AL,,,
nishimi01,Rookie of the Year,2025,NL,,,
shojiko02,Rookie of the Year,2025,AL,,,
chikako01,Silver Slugger,2025,AL,,OF,
izuguyu01,Silver Slugger,2025,AL,,SS,
makihta01,Silver Slugger,2025,NL,,2B,
moineli01,Silver Slugger,2025,NL,,P,
morissh01,Silver Slugger,2025,AL,,OF,
muneyru01,Silver Slugger,2025,NL,,SS,
murabit01,Silver Slugger,2025,NL,,3B,
muraksh02,Silver Slugger,2025,AL,,P,
nakagke01,Silver Slugger,2025,NL,,OF,
nakanta01,Silver Slugger,2025,AL,,2B,
nevinty01,Silver Slugger,2025,NL,,1B,
ohyamyu01,Silver Slugger,2025,AL,,1B,
okabayu01,Silver Slugger,2025,AL,,OF,
reyesfr01,Silver Slugger,2025,NL,,1B,
sakamse01,Silver Slugger,2025,AL,,C,
satote01,Silver Slugger,2025,AL,,3B,
shutouk01,Silver Slugger,2025,NL,,OF,
wakatke01,Silver Slugger,2025,NL,,C,
yanagta02,Silver Slugger,2025,NL,,OF,
